"INTERFACE_NAME","COL_NAME","EXPRESSION","EXE_DB","INSERT_FLAG","UPDATE_FLAG","KEY_UPD","UD1","UD2","UD3","UD4","UD5","COL_POSITION","LAST_UPDATE_DATE","LAST_UPDATE_USER"
"INT_L_IX_EDW_IXQDWCAN","ENTITY","LEFT(ENTITY,3)","1","1","0","0","1","0","0","0","0","1","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","CUSTOMER_ID","LEFT(CUSTOMER_ID,34)","1","1","0","0","1","0","0","0","0","2","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","CHARGE_CURRENCY","LEFT(CHARGE_CURRENCY,3)","1","1","0","0","1","0","0","0","0","3","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","CHARGE_BY","LEFT(CHARGE_BY,6)","1","1","0","0","1","0","0","0","0","4","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","ACCOUNT_IMEX","LEFT(ACCOUNT_IMEX,34)","1","1","0","0","1","0","0","0","0","5","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","ACC_DESCRIPTION","LEFT(ACC_DESCRIPTION,24)","1","1","0","0","0","0","0","0","0","6","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","ACCOUNT_TYPE","LEFT(ACCOUNT_TYPE,1)","1","1","0","0","0","0","0","0","0","7","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","BRANCH","LEFT(BRANCH,8)","1","1","0","0","0","0","0","0","0","8","2023-03-12 03:20:57.859","Common_Team"
"INT_L_IX_EDW_IXQDWCAN","START_DT","","0","1","0","0","0","0","0","0","0","9","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","END_DT","","0","1","0","0","0","0","0","0","0","10","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","RECORD_DELETED_FLAG","","0","1","0","0","0","0","0","0","0","11","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","CTL_ID","","0","1","0","0","0","0","0","0","0","12","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","INS_PROC_NAME","","0","1","0","0","0","0","0","0","0","13","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","INS_TXF_BATCHID","","0","1","0","0","0","0","0","0","0","14","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","UPD_PROC_NAME","","0","1","0","0","0","0","0","0","0","15","2023-03-12 03:20:57.859","paramee"
"INT_L_IX_EDW_IXQDWCAN","UPD_TXF_BATCHID","","0","1","0","0","0","0","0","0","0","16","2023-03-12 03:20:57.859","paramee"
